BugID,Bug ID Link,Vulnerability ID,Changeset ID
1189860,https://hg.mozilla.org/mozilla-central/rev/51819c4396b4,CVE-2015-7178,51819c4396b4ce51115785f4fab935880d41ec9f
1190526,https://hg.mozilla.org/mozilla-central/rev/c69c21713dc8,CVE-2015-7179,c69c21713dc8d97ebfd0de0c6973dfcf44b6216d
1191423,https://hg.mozilla.org/mozilla-central/rev/03bdce0dcbb0,CVE-2015-7208,03bdce0dcbb00354a4b23bcf67d8a721cfd7b0f9
1191463,https://hg.mozilla.org/mozilla-central/rev/91fe6c306c8a,CVE-2015-7180,91fe6c306c8aa08cf24ed9fe9d507d836d9dc785
1192226,https://hg.mozilla.org/mozilla-central/rev/df49a79ef2ad,CVE-2015-4506,df49a79ef2ad3f85b581558282cc7570a77f013e
1192226,https://hg.mozilla.org/mozilla-central/rev/18d6b697556f,CVE-2015-4506,18d6b697556f2a023b67d1b26ad3ea31ca48bb04
1192401,https://hg.mozilla.org/mozilla-central/rev/6f05420e460d,CVE-2015-4507,6f05420e460d4d9686000c8312cc893bcc49430c
1193027,https://hg.mozilla.org/mozilla-central/rev/0c24126a81e5,CVE-2015-7186,0c24126a81e5925d60e73b0dfcc76b2691e0cab9
1193093,https://hg.mozilla.org/mozilla-central/rev/2f937f9e1b5f,CVE-2016-2825,2f937f9e1b5fee1312ea6fc838f8915a4271903e
1194818,https://hg.mozilla.org/mozilla-central/rev/9c9f33fb9436,CVE-2015-7218,9c9f33fb94364ba69567ba9c42983ff9f09fdeeb
1194820,https://hg.mozilla.org/mozilla-central/rev/faa0e890a858,CVE-2015-7219,faa0e890a8580c36f4c327eee418a7734cc994dc
1195735,https://hg.mozilla.org/mozilla-central/rev/dcf488b73918,CVE-2015-7187,dcf488b739183e1f256e4ecdc55f432c6c323c43
1195976,https://hg.mozilla.org/mozilla-central/rev/1d0a9ae2715d,CVE-2015-4508,1d0a9ae2715d55a4852de88ad756f6efb1c363be
1197059,https://hg.mozilla.org/mozilla-central/rev/9a074478c2d3,CVE-2015-7216,9a074478c2d3498a7c5eec0cd732ba4cc4ee0e14
